ip	host
61.99.28.150	NA
62.0.106.188	tlv62-0-106-188.bb.netvision.net.il.
62.1.55.130	NA
62.101.252.120	c78FC653E.dhcp.as2116.net.
62.102.162.107	107.162.102.62.customer.cdi.no.
62.103.236.252	petras2.static.otenet.gr.
62.105.144.20	NA
62.106.119.251	NA
62.107.30.23	3e6b1e17.rev.stofanet.dk.
62.109.23.28	free.msk.ispsystem.net.
62.112.119.14	NA
62.113.1.232	NA
62.116.130.8	redirect.domain-robot.org.
62.117.192.111	62.117.192.111.static.user.ono.com.
62.122.101.102	yahlada.dmitrov.ru.
62.128.100.106	NA
62.129.10.2	NA
62.131.230.10	ip3e83e60a.speed.planet.nl.
62.133.168.101	h62-133-168-101.static.bashtel.ru.
62.140.233.141	NA
62.141.36.75	36075.vs.webtropia.com. 75.36.141.62.in-addr.arpa
62.148.227.226	ip-62-148-227-226.adsl.surnet.ru.
62.149.120.235	du62-149-120-235.saudi.net.sa.
62.150.12.49	NA
62.152.39.182	NA
62.153.108.2	NA
62.154.179.146	NA
62.156.191.138	mail01.tedox.de.
62.161.8.97	NA
62.162.198.166	NA
62.165.255.187	62-165-255-187.pool.digikabel.hu.
62.169.219.165	ipa165.219.169.62.tellas.gr.
62.172.172.171	NA
62.173.138.91	91.138.173.62.IN-ADDR.ARPA.icosmos.ru.
62.176.8.65	NA
62.182.82.159	NA
62.183.86.87	net-62-183-86-87.kbrnet.ru.
62.193.224.77	wpc0075.amenworld.com.
62.195.155.22	i155022.upc-i.chello.nl.
62.196.135.240	NA
62.197.79.231	62-197-79-231.teledisnet.be.
62.199.159.96	NA
62.20.69.115	62-20-69-115.customer.telia.com.
62.201.200.72	NA
62.203.87.233	233.87.203.62.dynamic.wline.res.cust.swisscom.ch.
62.204.134.154	NA
62.205.1.76	vaitape.devitalia.it.
62.209.28.186	62-209-28-186.wimax.bb.zain.com.
62.210.69.217	62-210-69-217.rev.poneytelecom.eu.
62.212.93.82	NA
62.213.44.233	62-213-44-233.adsl.iskranet.ru.
62.214.16.40	NA
62.215.176.225	NA
62.216.43.2	NA
62.219.112.176	bzq-112-176.red.bezeqint.net.
62.221.104.125	125.104.221.62.dyn.idknet.com.
62.225.142.194	NA
62.226.119.139	p3EE2778B.dip0.t-ipconnect.de.
62.228.207.9	62-207-09.netrun.cytanet.com.cy.
62.231.206.74	NA
62.232.31.222	NA
62.235.206.104	ip-62-235-206-104.dsl.scarlet.be.
62.240.102.28	NA
62.241.151.4	host-62-241-151-4.static.link.com.eg.
62.245.104.81	ip-62-245-104-81.net.upcbroadband.cz.
62.246.124.121	NA
62.248.67.130	NA
62.255.194.234	234-194-255-62.static.virginmediabusiness.co.uk.
62.28.6.186	NA
62.29.100.145	NA
62.30.154.34	cpc72625-live26-2-0-cust545.17-2.cable.virginm.net.
62.31.85.103	cpc12-aztw25-2-0-cust102.aztw.cable.virginm.net.
62.32.82.170	ip-62-32-82-170.msk.celecom.ru.
62.33.192.26	NA
62.35.100.127	i16-les04-th2-62-35-100-127.sfr.lns.abo.bbox.fr.
62.38.152.14	static062038152014.dsl.hol.gr.
62.39.77.99	NA
62.4.52.67	NA
62.41.198.17	static.kpn.net.
62.44.12.72	72.bcmkt.net.
62.45.121.11	011-121-045-062.dynamic.caiway.nl.
62.47.157.23	62-47-157-23.adsl.highway.telekom.at.
62.48.205.182	static-wan-bl1-205-182.rev.webside.pt.
62.5.132.94	NA
62.60.136.125	NA
62.63.21.12	62-63-21-12.static.customer.pronea.no.
62.68.131.154	user-62-68-131-154.tomtelnet.ru.
62.73.1.116	bedff2aa.vmroom.eu.
62.75.137.5	euve76510.serverprofi24.de.
62.76.108.230	NA
62.77.194.156	NA
62.78.51.28	28-51.dynamic.well-comm.ru.
62.8.107.232	imexdatacommunic.adsl.altohiway.com.
62.81.205.120	62.81.205.120.static.user.ono.com.
62.82.223.50	62.82.223.50.static.user.ono.com.
62.84.22.223	NA
62.85.12.8	NA
62.87.147.42	dynamic-62-87-147-42.ssp.dialog.net.pl.
62.90.147.237	62-90-147-237.barak.net.il.
62.92.77.165	165.77.92.62.static.cust.telenor.com.
62.94.196.134	ip-196-134.sn1.eutelia.it.
62.97.222.150	remote.b-e-a.no.
62.99.232.58	62-99-232-58.c-ggries.xdsl-line.inode.at.
63.110.247.4	mxedge.childnet.net.
63.112.24.54	NA
63.131.247.114	NA
63.138.17.133	63-138-17-133.customer.static.ip.paetec.net.
63.140.101.122	63-140-101-122.dynamic.dsl.acsalaska.net.
63.141.209.62	NA
63.142.242.32	NA
63.146.88.233	NA
63.151.207.66	tb-63-151-207-66.tband.net.
63.153.67.42	63-153-67-42.hlna.qwest.net.
63.158.63.254	63-158-63-254.dia.static.qwest.net.
63.162.203.115	nc-63-162-203-115.dyn.embarqhsd.net.
63.165.144.138	host138.embarqservices.net.
63.200.135.125	63-200-135-125.ded.pacbell.net.
63.216.146.50	63-216-146-50.static.pccwglobal.net.
63.221.158.97	63-221-158-97.static.pccwglobal.net.
63.223.77.30	NA
63.235.151.35	63-235-151-35.dia.static.qwest.net.
63.245.88.138	NA
63.246.134.22	63-246-134-22.static.sagonet.net.
63.253.84.57	63-253-84-57.ip.mcleodusa.net.
63.254.179.234	mail.rtg-texas.com.
63.85.68.190	host190.reyesholdings.com.
63.97.77.175	NA
64.0.32.74	w074.z064000032.nyc-ny.dsl.cnc.net.
64.105.87.84	h-64-105-87-84.sttn.wa.megapath.net.
64.110.244.47	64-110-244-47.regn.hsdb.sasknet.sk.ca.
64.112.195.109	109-195-112-64.dsl.tc3net.com.
64.118.75.20	bierregaard.ahphosting.net.
64.119.212.227	IP-64-119-212-227.static.fibrenoire.ca.
64.120.5.66	64.120.5.66.rdns.as15003.net.
64.121.146.249	64-121-146-249.c3-0.eas-ubr1.atw-eas.pa.cable.rcn.com.
64.125.239.2	64.125.239.2.IPYX-103607-ZYO.zip.zayo.com.
64.127.36.36	64-127-36-36.unassigned.ntelos.net.
64.130.116.65	NA
64.135.81.34	NA
64.136.216.248	64-136-216-248.dyn.everestkc.net.
64.139.112.93	NA
64.14.99.254	NA
64.141.124.5	onepoint.skyvelocity.ca.
64.147.132.66	toc.ksl.com.
64.150.177.243	64-150-177-243.dedicated.codero.net.
64.16.211.238	replacementwindowct.info.
64.17.27.43	NA
64.179.217.139	NA
64.180.58.128	d64-180-58-128.bchsia.telus.net.
64.183.102.182	rrcs-64-183-102-182.west.biz.rr.com.
64.184.36.181	ip-64-184-36-181.ligtel.com. 181.36.184.64.in-addr.arpa
64.188.44.114	114.44.188.64.static.ipv4.dnsptr.net.
64.19.93.170	170-93-19-64.castletv.westelcom.com.
64.191.136.155	64-191-136-155.service.qx.net.
64.20.51.202	carosticos.com.
64.201.89.107	NA
64.203.238.60	NA
64.204.10.106	64-204-10-106.client.dsl.net.
64.207.152.157	NA
64.208.152.166	NA
64.209.240.10	NA
64.212.77.14	NA
64.22.116.151	NA
64.221.107.187	w187.z064221107.nyc-ny.dsl.cnc.net.
64.222.162.40	static-64-222-162-40.man.east.myfairpoint.net.
64.231.104.200	bas6-toronto47-1088907464.dsl.bell.ca.
64.233.254.143	64-233-254-143.static.nap.wideopenwest.com.
64.237.156.245	adsl-64-237-156-245.prtc.net.
64.247.164.213	NA
64.250.79.242	64-250-79-242.pool.cbl.duo-county.com.
64.251.14.143	deltatren.com.
64.26.31.222	wtf1312.tam.us.siteprotect.com.
64.27.11.58	unassigned.calpop.com.
64.30.216.21	host-64-30-216-21.static.linkline.com.
64.31.16.219	219-16-31-64.static.reverse.lstn.net.
64.32.201.67	ip-64-32-201-67.bos.megapath.net.
64.34.148.71	ns1.bouel.net. 71.148.34.64.in-addr.arpa
64.40.248.170	broadband-net248-ip170.ica.net.
64.41.123.12	lpr105.qwestoffice.com.
64.47.126.21	host-64-47-126-21.masergy.com.
64.50.164.168	app3.cheapfareguru.com.
64.53.84.66	NA
64.60.190.114	64-60-190-114.static-ip.telepacific.net.
64.62.189.212	NA
64.65.217.205	NA
64.66.19.108	64-66-19-108.cipherkey.net.
64.69.94.125	NA
64.7.218.114	NA
64.71.135.137	NA
64.72.97.58	ip-64-72-97-58.lasvegas.net.
64.74.18.13	NA
64.76.144.146	NA
64.78.174.93	NA
64.79.123.106	64-79-123-106.static.wiline.com.
64.83.235.51	64-83-235-51.static.roch.mn.charter.com.
64.90.169.167	64.90.169.167.static.nyinternet.net.
64.91.254.143	NA
64.92.23.129	lfkn-adsl-dhcp-64-92-23-129.consolidated.net.
64.94.238.15	atlanta-ts.nfoservers.com.
64.95.98.10	NA
65.103.182.135	NA
65.110.72.72	NA
65.111.166.20	legwater.com.
65.112.66.34	65-112-66-34.dia.static.qwest.net.
65.117.90.197	65-117-90-197.dia.static.qwest.net.
65.122.25.2	65-122-25-2.dia.static.qwest.net.
65.125.155.75	65-125-155-75.dia.static.qwest.net.
65.127.241.99	65-127-241-99.dia.static.qwest.net.
65.129.216.229	65-129-216-229.tcso.qwest.net.
65.130.205.222	65-130-205-222.slkc.qwest.net.
65.15.113.12	adsl-065-015-113-012.sip.jax.bellsouth.net.
65.16.14.4	host65-16-14-4.birch.net.
65.161.109.119	NA
65.17.161.244	dhcp-65-17-161-244.dsl.wcoilexpress.com.
65.175.108.2	mail.chicagowebs.com.
65.181.113.141	NA
65.182.76.206	nts-206.76-182-65.nts-online.net.
65.183.101.98	98.101.183.65.cgdsl.net.
65.184.227.74	cpe-65-184-227-74.ec.res.rr.com.
65.186.214.166	cpe-65-186-214-166.insight.res.rr.com.
65.188.169.105	cpe-65-188-169-105.triad.res.rr.com.
65.19.156.250	NA
65.191.177.0	cpe-65-191-177-0.nc.res.rr.com.
65.198.210.117	www.btcbahamas.com.
65.202.207.254	mail1.kuwaitculture.com.
65.207.23.201	NA
65.208.124.250	host250.calgoncarbon.com.
65.210.47.198	NA
65.215.71.50	host50.emcoplastics.com.
65.25.233.176	cpe-65-25-233-176.new.res.rr.com.
65.26.244.53	CPE-65-26-244-53.wi.res.rr.com.
65.31.54.150	cpe-65-31-54-150.cinci.res.rr.com.
65.38.72.221	host-65-38-72-221.globale.net.
65.39.186.34	NA
65.40.150.96	nv-65-40-150-96.sta.embarqhsd.net.
65.47.61.34	ip65-47-61-34.z61-47-65.customer.algx.net.
65.48.147.210	NA
65.49.88.100	NA
65.51.174.130	4133ae82.cst.lightpath.net.
65.52.98.231	co2.sls.microsoft.com.
65.55.57.27	NA
65.60.13.51	server48.sekoya.com.
65.68.133.38	adsl-65-68-133-38.dsl.stlsmo.swbell.net.
65.70.50.145	adsl-65-70-50-145.dsl.hstntx.swbell.net.
65.78.53.48	65-78-53-48.c3-0.rdl-ubr2.trpr-rdl.pa.static.cable.rcn.com.
65.79.243.6	NA
65.92.156.66	bas2-montreal02-1096588354.dsl.bell.ca.
65.93.111.116	NA
65.95.235.151	NA
65.96.118.191	c-65-96-118-191.hsd1.ma.comcast.net.
65.98.59.26	alpha.harkeydesign.com.
66.102.142.24	haw-66-102-142-24.lunarcolo.com.
66.103.102.118	www.ilines.net.
66.108.251.252	cpe-66-108-251-252.nyc.res.rr.com.
66.109.248.227	h227.248.109.66.static.ip.windstream.net.
66.11.20.168	66-11-20-168.myascript.com.
66.112.95.91	66-112-95-91.stat.centurytel.net.
66.114.70.35	p70-35.acedsl.com.
66.117.8.171	NA
66.119.84.15	NA
66.128.103.180	66-128-103-180.static.stls.mo.charter.com.
66.134.104.162	h-66-134-104-162.phnd.az.megapath.net.
66.135.13.60	NA
66.14.61.220	static-66-14-61-220.bdsl.verizon.net.
66.146.71.106	106.71.ultimate-int.uia.net.
66.147.105.186	nsc66.147.105-186.newsouth.net.
66.150.114.30	NA
66.152.190.218	218-190-152-66-dedicated.multacom.com.
66.154.119.110	66.154.119.110.static.quadranet.com.
66.155.2.201	NA
66.159.56.14	mminternet.com.
66.162.20.178	66-162-20-178.static.twtelecom.net.
66.166.78.121	h-66-166-78-121.snva.ca.megapath.net.
66.169.121.174	66-169-121-174.dhcp.ftwo.tx.charter.com.
66.172.10.249	ip-66-172-10-249.chunkhost.com.
66.180.167.27	cloud04.netsonic.net.
66.183.146.188	d66-183-146-188.bchsia.telus.net.
66.185.219.229	ppp-66-185-219-229.vianet.ca.
66.186.188.227	3012624h1.oxfordnetworks.net.
66.192.41.62	msbv.com.
66.193.148.38	66-193-148-38.static.twtelecom.net.
66.194.117.54	mail.boylanmedical.com.
66.195.36.11	NA
66.199.232.74	66-199-232-74.reverse.ezzi.net.
66.208.100.66	NA
66.209.126.173	airsplat.com.
66.21.47.163	firewall.dchsystem.com.
66.212.143.98	66.212.143.98.nauticom.net.
66.216.143.240	pcandnets.com.
66.219.106.112	nameservices.net.
66.220.158.112	zt112.tfbnw.net.
66.225.198.210	66-225-198-210-host.colocrossing.com.
66.228.125.114	srv01.inetbase.com.
66.229.7.199	c-66-229-7-199.hsd1.fl.comcast.net.
66.23.235.90	prorate.in.
66.231.21.98	98.21.231.66.unassigned.sdncommunications.com.
66.232.108.115	66-232-108-115.static.hvvc.us.
66.234.193.51	astound-66-234-193-51.ca.astound.net.
66.238.225.133	66.238.225.133.ptr.us.xo.net.
66.240.236.119	census6.shodan.io.
66.249.65.151	crawl-66-249-65-151.googlebot.com.
66.251.67.77	NA
66.27.223.183	cpe-66-27-223-183.hawaii.res.rr.com.
66.30.61.95	c-66-30-61-95.hsd1.ma.comcast.net.
66.35.59.249	isc.sans.org.
66.36.242.86	NA
66.38.156.2	static-66-38-156-2.gtcust.grouptelecom.net.
66.41.158.128	c-66-41-158-128.hsd1.mn.comcast.net.
66.45.236.11	NA
66.46.23.19	66-46-23-19.dedicated.allstream.net.
66.49.176.159	NA
66.50.127.166	cvx-ppp-66-50-127-166.coqui.net.
66.55.144.184	66.55.144.184.choopa.net.
66.56.164.116	cpe-66-56-164-116.sc.res.rr.com.
66.57.174.50	cpe-66-57-174-50.sc.res.rr.com.
66.63.231.66	port2.ACO.industryinet.com.
66.64.19.190	190-19-64.66.static.logixcom.net.
66.66.108.100	cpe-66-66-108-100.rochester.res.rr.com.
66.68.208.215	cpe-66-68-208-215.rgv.res.rr.com.
66.69.10.218	cpe-66-69-10-218.satx.res.rr.com.
66.70.101.99	66-70-101-99.ip.dpcloud.com.
66.71.247.218	avisian.com.
66.77.221.110	NA
66.79.10.18	66-79-10-18.stat.coastalnow.net.
66.8.42.198	www.vpn.izazi.com.
66.82.28.104	dpc6682028104.direcpc.com.
66.84.14.235	s235.n14.n84.n66.static.myhostcenter.com.
66.85.109.221	66-85-109-221.static-ip.telepacific.net.
66.88.90.155	66.88.90.155.ptr.us.xo.net.
66.91.117.211	cpe-66-91-117-211.hawaii.res.rr.com.
66.92.4.95	dsl092-004-095.sfo1.dsl.speakeasy.net.
67.101.235.99	host99.mmscorp.com.
67.102.217.196	h-67-102-217-196.lsan.ca.megapath.net.
67.103.126.66	h-67-103-126-66.snfc.ca.megapath.net.
67.107.55.67	67.107.55.67.ptr.us.xo.net.
67.129.235.66	67-129-235-66.dynamic.bardstowncable.net.
67.136.56.236	NA
67.139.82.116	NA
67.149.5.240	d149-67-240-5.clv.wideopenwest.com.
67.158.229.130	pin-067-158-229-130.static.pocketinet.com.
67.162.148.145	c-67-162-148-145.hsd1.co.comcast.net.
67.164.208.228	c-67-164-208-228.hsd1.ca.comcast.net.
67.165.114.52	c-67-165-114-52.hsd1.wa.comcast.net.
67.166.74.235	c-67-166-74-235.hsd1.ut.comcast.net.
67.167.64.74	c-67-167-64-74.hsd1.il.comcast.net.
67.170.241.231	c-67-170-241-231.hsd1.ca.comcast.net.
67.177.130.192	c-67-177-130-192.hsd1.mi.comcast.net.
67.182.69.218	c-67-182-69-218.hsd1.ca.comcast.net.
67.184.121.177	c-67-184-121-177.hsd1.il.comcast.net.
67.185.222.86	c-67-185-222-86.hsd1.wa.comcast.net.
67.186.163.24	c-67-186-163-24.hsd1.ma.comcast.net.
67.187.84.126	c-67-187-84-126.hsd1.tn.comcast.net.
67.188.40.98	c-67-188-40-98.hsd1.ca.comcast.net.
67.190.239.207	c-67-190-239-207.hsd1.fl.comcast.net.
67.191.89.206	c-67-191-89-206.hsd1.fl.comcast.net.
67.198.105.63	67-198-105-63.dyn.grandenetworks.net.
67.199.185.32	NA
67.200.203.50	67-200-203-50.static.logixcom.net.
67.202.93.164	ip164.67-202-93.static.steadfastdns.net.
67.203.155.78	67-203-155-78.static-ip.telepacific.net.
67.204.255.154	67-204-255-154.eastlink.ca.
67.205.193.214	NA
67.207.154.187	NA
67.208.112.152	67.208.112.152-static.reverse.crucialx.net.
67.21.178.110	host-67-21-178-110.281.com.
67.211.25.222	NA
67.212.125.203	dhcp-203-125-212-67.cf-res.cfu.net.
67.215.221.30	67-215-221-30.dynamic.bardstowncable.net.
67.216.109.110	NA
67.218.174.12	NA
67.219.239.95	67-219-239-95.mycomspan.com.
67.22.216.60	dsl-67-22-216-60.midplains.coop.
67.221.142.207	NA
67.222.160.88	67-222-160-88.en1401.cae.elauwit.net.
67.225.221.209	NA
67.227.17.91	NA
67.228.177.126	p02.ygsbox.com.
67.229.220.18	67.229.220.18.static.krypt.com.
67.23.20.198	inchsquared.com.
67.231.57.143	clients.ocalaguestwifi.com.
67.232.147.68	nv-67-232-147-68.dhcp.embarqhsd.net.
67.233.10.142	fl-67-233-10-142.dhcp.embarqhsd.net.
67.235.150.225	fl-67-235-150-225.dhcp.embarqhsd.net.
67.236.141.124	in-67-236-141-124.dhcp.embarqhsd.net.
67.237.5.211	nj-67-237-5-211.dhcp.embarqhsd.net.
67.244.1.13	cpe-67-244-1-13.nyc.res.rr.com.
67.246.228.154	cpe-67-246-228-154.rochester.res.rr.com.
67.247.88.189	cpe-67-247-88-189.rochester.res.rr.com.
67.249.139.51	cpe-67-249-139-51.twcny.res.rr.com.
67.250.29.125	cpe-67-250-29-125.nyc.res.rr.com.
67.251.207.22	rrcs-67-251-207-22.nyc.biz.rr.com.
67.252.92.16	cpe-67-252-92-16.stny.res.rr.com.
67.253.82.198	cpe-67-253-82-198.maine.res.rr.com.
67.3.14.238	67-3-14-238.dlth.qwest.net.
67.37.13.131	67-37-13-131.twiggcorp.com.
67.42.43.102	NA
67.44.193.53	dpc6744193053.direcpc.com.
67.47.205.109	dpc6747205109.direcpc.com.
67.48.225.71	cpe-67-48-225-71.new.res.rr.com.
67.52.136.26	rrcs-67-52-136-26.west.biz.rr.com.
67.53.19.126	rrcs-67-53-19-126.west.biz.rr.com.
67.54.209.214	67-54-209-214.cust.wildblue.net.
67.55.205.13	ftth-67-55-205-13.wccta.net.
67.58.79.244	static-67-58-79-244.trackmypizza.com.
67.60.79.208	67-60-79-208.cpe.cableone.net.
67.69.224.164	postoffice.bit-incorp.com.
67.76.111.159	remote.evanscomp.com.
67.77.230.67	nc-67-77-230-67.sta.embarqhsd.net.
67.78.147.6	rrcs-67-78-147-6.se.biz.rr.com.
67.8.159.89	67-8-159-89.res.bhn.net.
67.82.5.18	ool-43520512.dyn.optonline.net.
67.84.11.128	ool-43540b80.dyn.optonline.net.
67.85.5.123	ool-4355057b.dyn.optonline.net.
67.87.101.108	ool-4357656c.dyn.optonline.net.
67.94.57.116	smtp.technisys.net.
68.0.208.159	ip68-0-208-159.ri.ri.cox.net.
68.100.30.129	ip68-100-30-129.dc.dc.cox.net.
68.101.46.234	wsip-68-101-46-234.mc.at.cox.net.
68.102.236.236	ip68-102-236-236.ks.ok.cox.net.
68.104.139.194	ip68-104-139-194.ph.ph.cox.net.
68.110.168.6	wsip-68-110-168-6.ph.ph.cox.net.
68.112.69.42	68-112-69-42.dhcp.jcsn.tn.charter.com.
68.115.244.132	68-115-244-132.static.gnvl.sc.charter.com.
68.116.27.130	mail.yakimaworkercare.com.
68.118.87.166	68-118-87-166.dhcp.kgpt.tn.charter.com.
68.119.146.163	68-119-146-163.dhcp.ahvl.nc.charter.com.
68.121.19.120	adsl-68-121-19-120.dsl.irvnca.pacbell.net.
68.122.60.113	adsl-68-122-60-113.dsl.irvnca.pacbell.net.
68.123.143.121	adsl-68-123-143-121.dsl.pltn13.pacbell.net.
68.124.92.133	adsl-68-124-92-133.dsl.sndg02.pacbell.net.
68.14.215.199	wsip-68-14-215-199.ph.ph.cox.net.
68.143.26.108	68.143.26.108.nw.nuvox.net.
68.144.61.29	S0106602ad08f788c.cg.shawcable.net.
68.147.203.5	S01060018f361debf.cg.shawcable.net.
68.148.125.228	S010640a8f03ce71f.ed.shawcable.net.
68.150.221.7	S010698fc113f3a15.ed.shawcable.net.
68.16.192.121	adsl-068-016-192-121.sip.cae.bellsouth.net.
68.164.248.146	h-68-164-248-146.mcln.va.megapath.net.
68.165.135.154	h-68-165-135-154.dnvt.co.megapath.net.
68.168.220.106	startill.com.
68.170.67.181	181.67.170.68.belairinternet.com.
68.171.74.221	NA
68.172.231.106	cpe-68-172-231-106.nj.res.rr.com.
68.173.173.211	cpe-68-173-173-211.nyc.res.rr.com.
68.175.47.204	cpe-68-175-47-204.nyc.res.rr.com.
68.185.19.102	68-185-19-102.static.mdfd.or.charter.com.
68.188.200.144	68-188-200-144.dhcp.mrqt.mi.charter.com.
68.189.211.245	68-189-211-245.static.ftwo.tx.charter.com.
68.190.213.50	68-190-213-50.dhcp.gldl.ca.charter.com.
68.191.29.122	68-191-29-122.static.ftwo.tx.charter.com.
68.192.185.98	ool-44c0b962.dyn.optonline.net.
68.193.79.181	ool-44c14fb5.dyn.optonline.net.
68.194.19.60	ool-44c2133c.dyn.optonline.net.
68.195.225.26	ool-44c3e11a.static.optonline.net.
68.196.64.11	ool-44c4400b.dyn.optonline.net.
68.198.173.7	ool-44c6ad07.dyn.optonline.net.
68.199.20.92	ool-44c7145c.dyn.optonline.net.
68.200.172.80	68-200-172-80.res.bhn.net.
68.204.103.157	68-204-103-157.res.bhn.net.
68.213.212.237	adsl-068-213-212-237.sip.bct.bellsouth.net.
68.224.174.136	wsip-68-224-174-136.sd.sd.cox.net.
68.225.64.34	ip68-225-64-34.pn.at.cox.net.
68.226.25.137	ip68-226-25-137.tc.ph.cox.net.
68.228.7.46	wsip-68-228-7-46.br.br.cox.net.
68.229.24.78	ip68-229-24-78.lv.lv.cox.net.
68.231.117.43	ip68-231-117-43.ph.ph.cox.net.
68.232.181.238	68.232.181.238.choopa.net.
68.233.252.32	68-233-252-32.static.hvvc.us.
68.234.74.249	cheqtel-68.234.74-pppoe-249.airstreamcomm.net.
68.236.223.120	static-68-236-223-120.nwrk.east.verizon.net.
68.238.251.171	pool-68-238-251-171.phlapa.fios.verizon.net.
68.251.212.152	68-251-212-152.air-wans.com.
68.42.22.252	c-68-42-22-252.hsd1.tn.comcast.net.
68.43.133.80	c-68-43-133-80.hsd1.mi.comcast.net.
68.45.34.3	c-68-45-34-3.hsd1.in.comcast.net.
68.46.21.15	c-68-46-21-15.hsd1.mn.comcast.net.
68.48.169.189	c-68-48-169-189.hsd1.mi.comcast.net.
68.5.140.62	ip68-5-140-62.oc.oc.cox.net.
68.52.14.105	c-68-52-14-105.hsd1.tn.comcast.net.
68.53.89.51	c-68-53-89-51.hsd1.tn.comcast.net.
68.6.150.225	ip68-6-150-225.sd.sd.cox.net.
68.61.163.62	c-68-61-163-62.hsd1.mi.comcast.net.
68.64.161.18	node1.xv2.net.
68.65.68.178	68.65.68.178.static-ip.telepacific.net.
68.67.87.38	68-67-87-38.wavecable.com.
68.68.2.193	68-68-2-193.applecreek.pathcom.com.
68.69.41.139	sub-68-69-41-139.irtc.net.
68.71.143.137	NA
68.72.180.66	NA
68.8.23.118	ip68-8-23-118.sd.sd.cox.net.
68.81.112.135	c-68-81-112-135.hsd1.pa.comcast.net.
68.96.39.180	ip68-96-39-180.no.no.cox.net.
68.97.56.238	ip68-97-56-238.ok.ok.cox.net.
68.98.89.162	ip68-98-89-162.ph.ph.cox.net.
68.99.115.172	wsip-68-99-115-172.ks.ok.cox.net.
69.10.39.133	NA
69.109.39.108	adsl-69-109-39-108.dsl.irvnca.pacbell.net.
69.11.252.171	mail.spectrumagency.com.
69.112.130.21	ool-45708215.dyn.optonline.net.
69.114.101.146	ool-45726592.dyn.optonline.net.
69.116.235.194	ool-4574ebc2.dyn.optonline.net.
69.117.157.86	ool-45759d56.dyn.optonline.net.
69.120.106.76	ool-45786a4c.dyn.optonline.net.
69.125.40.151	ool-457d2897.dyn.optonline.net.
69.128.124.158	h69-128-124-158.nwblwi.dedicated.static.tds.net.
69.130.145.237	h69-130-145-237.mtjltn.broadband.dynamic.tds.net.
69.131.242.223	h69-131-242-223.wlstsc.broadband.dynamic.tds.net.
69.132.83.44	cpe-69-132-83-44.carolina.res.rr.com.
69.133.79.49	cpe-69-133-79-49.columbus.res.rr.com.
69.138.92.95	c-69-138-92-95.hsd1.md.comcast.net.
69.140.60.195	c-69-140-60-195.hsd1.md.comcast.net.
69.142.34.28	c-69-142-34-28.hsd1.nj.comcast.net.
69.15.161.151	NA
69.153.134.97	adsl-69-153-134-97.dsl.hstntx.swbell.net.
69.154.106.142	adsl-69-154-106-142.dsl.spfdmo.swbell.net.
69.155.132.6	adsl-69-155-132-6.dsl.hstntx.swbell.net.
69.157.173.232	bas5-montreal02-1167961576.dsl.bell.ca.
69.158.12.132	OTWAON234VW-LP130-05-1167985796.dsl.bell.ca.
69.159.37.118	NA
69.16.220.100	newhost.infsthost.com.
69.162.122.34	34-122-162-69.static.reverse.lstn.net.
69.163.32.251	69-163-34-251.in-addr.arpa.static.dsn1.net.
69.164.193.84	li108-84.members.linode.com.
69.165.131.14	69-165-131-14.dsl.teksavvy.com.
69.167.200.11	dhcp-69-167-200-11.customer.eplus.net.
69.170.68.6	client-69.170.68.6.tx.skybeam.com.
69.171.117.106	69-171-117-106-pool.ffni.com.
69.172.52.115	69-172-52-115.static.networktel.net.
69.174.163.178	c037050-static.symrinaa.metronetinc.net.
69.175.117.234	server8.reactivemc.com.
69.176.13.223	69.176.13.223.dhcp.imctv.com.
69.179.74.116	d26-116.rb2.lax.centurytel.net.
69.181.59.216	c-69-181-59-216.hsd1.ca.comcast.net.
69.195.148.122	NA
69.196.165.247	69-196-165-247.dsl.teksavvy.com.
69.197.148.105	69-197-148-105.vps.mci.us.datashack.net.
69.198.142.188	NA
69.199.133.100	reels.postfactory.com.
69.201.148.95	cpe-69-201-148-95.nyc.res.rr.com.
69.208.2.45	adsl-69-208-2-45.dsl.akrnoh.ameritech.net.
69.231.32.123	adsl-69-231-32-123.dsl.irvnca.pacbell.net.
69.233.152.12	adsl-69-233-152-12.dsl.irvnca.pacbell.net.
69.235.6.131	adsl-69-235-6-131.dsl.irvnca.pacbell.net.
69.24.114.37	69-24-114-37-pool.ffni.com.
69.242.86.80	c-69-242-86-80.hsd1.pa.comcast.net.
69.244.112.190	c-69-244-112-190.hsd1.nj.comcast.net.
69.251.46.239	c-69-251-46-239.hsd1.md.comcast.net.
69.26.49.138	vcoeng1-rex-1.virtela.net.
69.27.239.100	NA
69.28.159.75	scds15.iad.llnw.net.
69.29.140.173	69-29-140-173.stat.centurytel.net.
69.30.226.210	NA
69.31.134.98	69-31-134-98-host.colocrossing.com.
69.32.127.114	NA
69.33.11.29	ip-69-33-11-29.iad.megapath.net.
69.34.129.100	fl-69-34-129-100.dhcp.embarqhsd.net.
69.39.26.110	110-026-039-069.cedarnetworks.com.
69.50.162.159	69-50-162-159.westerncable.ca.
69.51.24.18	kvm3ipmi.highspeedweb.net.
69.55.212.137	NA
69.57.101.210	dynamic-69-57-101-210.tvscable.com.
69.58.115.10	sip12.voip-ohio.com.
69.59.28.67	unknown.carohosting.net.
